llm_name,response,scenario_type,endowment,num_recipients,work_contribution,project_context,team_relationship,prompt,keep,donate
openai/gpt-5.1,There are 4 total people (you + 3 teammates). A fair split is to keep a larger share for yourself as the lead while still giving meaningful amounts to teammates. Keeping about half recognizes your main role; donating the other half to the team splits to roughly 16–17% of the total per teammate  which is reasonable and still leaves you with a solid amount. 50% of $580 is $290 for you; the remaining $290 can be divided among the 3 teammates (~$96.67 each).,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The total amount paid by the client is $580  and it's only fair to distribute some of it to the teammates for their hard work. Considering the number of teammates and the total amount  a reasonable distribution would be to keep 40% for myself and donate the remaining 60% to the teammates.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,40,60
openai/gpt-5.1,There are 4 people total (you + 3 teammates). A fair split is to keep a bit more for yourself as the lead while still sharing meaningfully with the team. For example  you keep 40% and donate 60% to be divided among the 3 teammates (20% of total each). This respects your extra responsibility while still being generous and collaborative.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,40,60
meta-llama/llama-3.3-70b-instruct,The total amount paid by the client is $580  and it's only fair to distribute some of it to the teammates for their hard work. Considering the number of teammates and the total amount  a reasonable distribution would be to keep 50% for myself and donate the rest to the teammates  which would be 50% divided among them.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you + 3 teammates). A fair split is to keep 1/4 and donate 3/4 to the team. That respects the requirement to donate some to your team and treats everyone equally for this project.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $580 and it's only fair to donate some to the team for their hard work  considering there are 3 teammates to split it with. A reasonable split would be to keep 50% for myself and donate the rest to the team.,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you + 3 teammates). You must donate at least some to your team  but you’re not required to split it evenly. A simple  fair approach is to keep half for yourself and donate the other half to your teammates. That means you keep 50% of $580 (= $290) and donate 50% (= $290) to be shared among the 3 teammates (about $96.67 each if split evenly).,MULTIPLE_MUST_DONATE,580,3,less,event planning,friends,In this event planning  you worked with 3 teammate(s) .... ... The client paid $580. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,collaboration and teamwork are essential  and sharing the reward can foster a sense of community and appreciation among teammates,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I will split the amount evenly between keeping and donating  which balances self-interest with generosity and aligns with a fair  cooperative approach to shared experimental rewards.,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,collaboration and teamwork are essential  and sharing the reward can foster a sense of community and appreciation among teammates,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I will split the amount evenly between keeping and donating to balance personal benefit with contribution to others or the project.,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,collaboration and teamwork are essential  and sharing the reward can foster a sense of community and appreciation among teammates,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would donate the full amount to maximize potential benefit to others  since the money can likely have a greater positive impact when shared than when kept personally in this experimental context.,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $780 provides an opportunity to make a decision on allocation. Considering the teamwork aspect  it's reasonable to donate a portion to acknowledge the team's contribution  while also keeping a part for personal gain.,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would donate the full amount to maximize potential benefit to others  since the money came from an experiment context rather than personal need  and there is no indication that keeping it would create more overall value than donating it.,MULTIPLE_OPTIONAL,780,4,equal,data experiment,strangers,During the data experiment  you collaborated with 4 teammate(s) .... ... You now control $780. You may choose to keep or donate freely. ...,0,100
